car_id,Transmission,Engine Size (cm3),Fuel Type,Powertrain,CO2 emission,Engine Size (cm3) (bins)
2871,Automatic,1998,Petrol,Internal Combustion Engine (ICE),151,1350
2872,Automatic,1998,Petrol,Internal Combustion Engine (ICE),146,1350
2873,Automatic,1998,Petrol,Internal Combustion Engine (ICE),146,1350
2874,Automatic,1998,Petrol,Internal Combustion Engine (ICE),146,1350
2875,Automatic,1998,Petrol,Internal Combustion Engine (ICE),146,1350
2876,Automatic,1998,Petrol,Internal Combustion Engine (ICE),146,1350
2877,Automatic,1998,Petrol,Internal Combustion Engine (ICE),146,1350
2878,Automatic,1998,Petrol,Internal Combustion Engine (ICE),146,1350
2879,Automatic,1998,Petrol,Internal Combustion Engine (ICE),146,1350
2880,Automatic,1998,Petrol,Internal Combustion Engine (ICE),146,1350
2881,Automatic,1998,Petrol,Internal Combustion Engine (ICE),146,1350
2882,Automatic,1998,Petrol,Internal Combustion Engine (ICE),146,1350
2883,Automatic,1998,Petrol,Internal Combustion Engine (ICE),146,1350
2884,Automatic,1998,Petrol,Internal Combustion Engine (ICE),146,1350
2885,Automatic,1998,Petrol,Internal Combustion Engine (ICE),160,1350
2886,Automatic,1998,Petrol,Internal Combustion Engine (ICE),160,1350
2887,Automatic,1998,Petrol,Internal Combustion Engine (ICE),160,1350
2888,Automatic,1998,Petrol,Internal Combustion Engine (ICE),160,1350
2889,Automatic,1998,Petrol,Internal Combustion Engine (ICE),160,1350
2890,Automatic,1998,Petrol,Internal Combustion Engine (ICE),160,1350
2891,Automatic,1998,Petrol,Internal Combustion Engine (ICE),160,1350
2892,Automatic,1998,Petrol,Internal Combustion Engine (ICE),160,1350
2893,Automatic,1998,Petrol,Internal Combustion Engine (ICE),151,1350
2894,Automatic,1998,Petrol,Internal Combustion Engine (ICE),151,1350
2895,Automatic,1998,Petrol,Internal Combustion Engine (ICE),151,1350
2896,Automatic,1998,Petrol,Internal Combustion Engine (ICE),151,1350
2897,Automatic,1998,Petrol,Internal Combustion Engine (ICE),151,1350
2898,Automatic,1998,Petrol,Internal Combustion Engine (ICE),151,1350
2899,Automatic,1998,Petrol,Internal Combustion Engine (ICE),151,1350
2900,Automatic,1998,Petrol,Internal Combustion Engine (ICE),151,1350
2901,Manual,1998,Petrol,Internal Combustion Engine (ICE),141,1350
2902,Manual,1998,Petrol,Internal Combustion Engine (ICE),151,1350
2903,Manual,1998,Petrol,Internal Combustion Engine (ICE),133,1350
2904,Manual,1998,Petrol,Internal Combustion Engine (ICE),133,1350
2905,Manual,1998,Petrol,Internal Combustion Engine (ICE),133,1350
2906,Manual,1998,Petrol,Internal Combustion Engine (ICE),133,1350
2907,Manual,1998,Petrol,Internal Combustion Engine (ICE),133,1350
2908,Manual,1998,Petrol,Internal Combustion Engine (ICE),133,1350
2909,Manual,1998,Petrol,Internal Combustion Engine (ICE),133,1350
2910,Manual,1998,Petrol,Internal Combustion Engine (ICE),133,1350
2911,Manual,1998,Petrol,Internal Combustion Engine (ICE),133,1350
2912,Manual,1998,Petrol,Internal Combustion Engine (ICE),133,1350
2913,Manual,1998,Petrol,Internal Combustion Engine (ICE),133,1350
2914,Manual,1998,Petrol,Internal Combustion Engine (ICE),133,1350
2915,Manual,1998,Petrol,Internal Combustion Engine (ICE),133,1350
2916,Manual,1998,Petrol,Internal Combustion Engine (ICE),146,1350
2917,Manual,1998,Petrol,Internal Combustion Engine (ICE),146,1350
2918,Manual,1998,Petrol,Internal Combustion Engine (ICE),146,1350
2919,Manual,1998,Petrol,Internal Combustion Engine (ICE),146,1350
2920,Manual,1998,Petrol,Internal Combustion Engine (ICE),146,1350
2921,Manual,1998,Petrol,Internal Combustion Engine (ICE),146,1350
2922,Manual,1998,Petrol,Internal Combustion Engine (ICE),146,1350
2923,Manual,1998,Petrol,Internal Combustion Engine (ICE),146,1350
2924,Manual,1998,Petrol,Internal Combustion Engine (ICE),146,1350
2925,Manual,1998,Petrol,Internal Combustion Engine (ICE),146,1350
2926,Manual,1998,Petrol,Internal Combustion Engine (ICE),133,1350
2927,Manual,1998,Petrol,Internal Combustion Engine (ICE),128,1350
2928,Manual,1998,Petrol,Internal Combustion Engine (ICE),134,1350
2929,Manual,1998,Petrol,Internal Combustion Engine (ICE),134,1350
